scientific_name,family,state,data_sources,flower_Jan,flower_Feb,flower_Mar,flower_Apr,flower_May,flower_Jun,flower_Jul,flower_Aug,flower_Sep,flower_Oct,flower_Nov,flower_Dec,seed_Jan,seed_Feb,seed_Mar,seed_Apr,seed_May,seed_Jun,seed_Jul,seed_Aug,seed_Sep,seed_Oct,seed_Nov,seed_Dec,common_name,Err:508
Euploca ventricosa (R.Br.) M.W.Frohl. & M.W.Chase,Boraginaceae,Australia,austraits,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Euploca vestita (Benth.) M.W.Frohl. & M.W.Chase,Boraginaceae,Australia,austraits,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Eupomatia barbata Jessup,Eupomatiaceae,Australia,austraits,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,(No common name found),
Eupomatia bennettii F.Muell.,Eupomatiaceae,Australia,austraits,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Eupomatia laurina R.Br.,Eupomatiaceae,Australia,austraits,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,(No common name found),
Euroschinus falcata Hook.f.,Anacardiaceae,Australia,austraits,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,1,(No common name found),
Eurychorda complanata (R.Br.) B.G.Briggs & L.A.S.Johnson,Restionaceae,Australia,austraits,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Euryomyrtus denticulata (Maiden & Betche) Trudgen,Myrtaceae,Australia,austraits,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Euryomyrtus inflata Trudgen,Myrtaceae,Australia,austraits,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Euryomyrtus leptospermoides (C.A.Gardner) Trudgen,Myrtaceae,Australia,austraits,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Euryomyrtus maidenii (Ewart & Jean White) Trudgen,Myrtaceae,Australia,austraits,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Euryomyrtus patrickiae Trudgen,Myrtaceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Euryomyrtus ramosissima (A.Cunn.) Trudgen subsp. ramosissima,Myrtaceae,Australia,austraits,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Euryomyrtus ramosissima (A.Cunn.) Trudgen,Myrtaceae,Australia,austraits,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Euryomyrtus ramosissima subsp. prostrata (Hook.f.) Trudgen,Myrtaceae,Australia,austraits,1,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Euryomyrtus recurva Trudgen,Myrtaceae,Australia,austraits,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Euryops chrysanthemoides (DC.) B.Nord.,Asteraceae,Australia,austraits,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Eustachys distichophylla (Lag.) Nees,Poaceae,Australia,austraits,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Eustrephus latifolius R.Br.,Asparagaceae,Australia,austraits,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,(No common name found),
Eutaxia actinophylla Chappill & C.F.Wilkins,Fabaceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Eutaxia cuneata Meisn.,Fabaceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Eutaxia diffusa F.Muell.,Fabaceae,Australia,austraits,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Eutaxia empetrifolia Schltdl.,Fabaceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Eutaxia epacridoides Meisn.,Fabaceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Eutaxia exilis C.F.Wilkins & G.R.Hend.,Fabaceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Eutaxia hirsuta C.F.Wilkins & Chappill,Fabaceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Eutaxia lasiophylla G.R.Hend.,Fabaceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Eutaxia leptophylla Turcz.,Fabaceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Eutaxia microphylla (R.Br.) C.H.Wright & Dewar,Fabaceae,Australia,austraits,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Eutaxia myrtifolia (Sm.) R.Br.,Fabaceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Eutaxia nanophylla Chappill & C.F.Wilkins,Fabaceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Eutaxia neurocalyx (Turcz.) Chappill & G.R.Hend.,Fabaceae,Australia,austraits,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Eutaxia neurocalyx subsp. papillosa C.F.Wilkins,Fabaceae,Australia,austraits,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Eutaxia parvifolia Benth.,Fabaceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Eutaxia rubricarina Chappill & C.F.Wilkins,Fabaceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Eutaxia virgata Benth.,Fabaceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Evandra aristata R.Br.,Cyperaceae,Australia,austraits,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Evandra pauciflora R.Br.,Cyperaceae,Australia,austraits,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Everistia vacciniifolia (F.Muell.) S.T.Reynolds & R.J.F.Hend. var. vacciniifolia,Rubiaceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Everistia vacciniifolia (F.Muell.) S.T.Reynolds & R.J.F.Hend.,Rubiaceae,Australia,austraits,1,1,1,1,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,(No common name found),
Everistia vacciniifolia var. nervosa S.T.Reynolds & R.J.F.Hend.,Rubiaceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Evolvulus alsinoides (L.) L.,Convolvulaceae,Australia,austraits,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Evolvulus alsinoides var. decumbens (R.Br.) Ooststr.,Convolvulaceae,Australia,austraits,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Evolvulus alsinoides var. villosicalyx Ooststr.,Convolvulaceae,Australia,austraits,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Evolvulus nummularius (L.) L.,Convolvulaceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Ewartia catipes (DC.) Beauverd,Asteraceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Ewartia meredithiae (F.Muell.) Beauverd,Asteraceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Ewartia nubigena (F.Muell.) Beauverd,Asteraceae,Australia,austraits,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Ewartia planchonii (Hook.f.) Beauverd,Asteraceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Exacum tetragonum Roxb.,Gentianaceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Excoecaria agallocha L.,Euphorbiaceae,Australia,austraits,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,(No common name found),
Excoecaria dallachyana (Baill.) Benth.,Euphorbiaceae,Australia,austraits,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,(No common name found),
Excoecaria ovalis Endl.,Euphorbiaceae,Australia,austraits,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,(No common name found),
Excoecaria parvifolia Müll.Arg.,Euphorbiaceae,Australia,austraits,1,1,1,1,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,(No common name found),
Exocarpos aphyllus R.Br.,Santalaceae,Australia,austraits,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Exocarpos cupressiformis Labill.,Santalaceae,Australia,austraits,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,(No common name found),
Exocarpos humifusus R.Br.,Santalaceae,Australia,austraits,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,(No common name found),
Exocarpos latifolius R.Br.,Santalaceae,Australia,austraits,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,(No common name found),
Exocarpos nanus Hook.f.,Santalaceae,Australia,austraits,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,(No common name found),
Exocarpos odoratus (Miq.) A.DC.,Santalaceae,Australia,austraits,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Exocarpos sparteus R.Br.,Santalaceae,Australia,austraits,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Exocarpos strictus R.Br.,Santalaceae,Australia,austraits,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,(No common name found),
Exocarpos syrticola (F.Muell. ex Miq.) Stauffer,Santalaceae,Australia,austraits,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,(No common name found),
Exocarya scleroides (F.Muell.) Benth.,Cyperaceae,Australia,austraits,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Facelis retusa (Lam.) Sch.Bip.,Asteraceae,Australia,austraits,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Fagopyrum esculentum Moench,Polygonaceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Fagraea berteroana A.Gray ex Benth.,Gentianaceae,Australia,austraits,1,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,1,(No common name found),
Fagraea cambagei Domin,Gentianaceae,Australia,austraits,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,(No common name found),
Fagraea fagraeacea (F.Muell.) Druce,Gentianaceae,Australia,austraits,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,(No common name found),
"Falcataria toona (F.M.Bailey) Gill.K.Br., D.J.Murphy & Ladiges",Fabaceae,Australia,austraits,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,(No common name found),
Fallopia convolvulus (L.) Á.Löve,Polygonaceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Fallopia japonica (Houtt.) Ronse Decr.,Polygonaceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Fallopia sachalinensis (F.Schmidt) Ronse Decr.,Polygonaceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Faradaya splendida F.Muell.,Lamiaceae,Australia,austraits,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1,(No common name found),
Fatoua villosa (Murray) Nakai,Moraceae,Australia,austraits,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,(No common name found),
Feldstonia nitens P.S.Short,Asteraceae,Australia,austraits,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Ferraria crispa Burm. subsp. crispa,Iridaceae,Australia,austraits,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Ferraria crispa Burm.,Iridaceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Festuca asperula Vickery,Poaceae,Australia,austraits,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Fescue,
Festuca contracta Kirk,Poaceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Festuca muelleri Vickery,Poaceae,Australia,austraits,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Mueller's Fescue,
Festuca nigrescens Lam.,Poaceae,Australia,austraits,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Festuca plebeia R.Br.,Poaceae,Australia,austraits,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Festuca rubra L.,Poaceae,Australia,austraits,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
"Ficinia nodosa (Rottb.) Goetgh., Muasya & D.A.Simpson",Cyperaceae,Australia,austraits,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Knobby Club-rush,
Ficus aculeata A.Cunn. ex Miq. var. aculeata,Moraceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Ficus aculeata A.Cunn. ex Miq.,Moraceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Ficus aculeata var. indecora (A.Cunn. ex Miq.) D.J.Dixon,Moraceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Ficus adenosperma Miq.,Moraceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,(No common name found),
Ficus albipila (Miq.) King,Moraceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,(No common name found),
Ficus atricha D.J.Dixon,Moraceae,Australia,austraits,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Ficus benghalensis L.,Moraceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Ficus benjamina L.,Moraceae,Australia,austraits,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,(No common name found),
Ficus brachypoda (Miq.) Miq.,Moraceae,Australia,austraits,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Ficus carica L.,Moraceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Ficus carpentariensis D.J.Dixon,Moraceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Ficus cerasicarpa D.J.Dixon,Moraceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Ficus congesta Roxb. var. congesta,Moraceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Ficus congesta Roxb.,Moraceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,(No common name found),
Ficus copiosa Steud.,Moraceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,(No common name found),
Ficus coronata Spin,Moraceae,Australia,austraits,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,(No common name found),
Ficus coronulata Miq.,Moraceae,Australia,austraits,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Ficus crassipes F.M.Bailey,Moraceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,(No common name found),
Ficus desertorum B.C.Wilde & R.L.Barrett,Moraceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Ficus destruens F.Muell. ex C.T.White,Moraceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,(No common name found),
Ficus drupacea Thunb.,Moraceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,(No common name found),
Ficus fraseri Miq.,Moraceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,(No common name found),
Ficus henneana Miq.,Moraceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,(No common name found),
Ficus hispida L.f.,Moraceae,Australia,austraits,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,(No common name found),
Ficus leptoclada Benth.,Moraceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,(No common name found),
Ficus lilliputiana D.J.Dixon f. lilliputiana,Moraceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Ficus lilliputiana D.J.Dixon,Moraceae,Australia,austraits,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Ficus lilliputiana f. pilosa D.J.Dixon,Moraceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Ficus macrophylla Desf. ex Pers. f. macrophylla,Moraceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Ficus macrophylla Desf. ex Pers.,Moraceae,Australia,austraits,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,(No common name found),
Ficus melinocarpa Blume,Moraceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,(No common name found),
Ficus microcarpa L.f.,Moraceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,(No common name found),
Ficus mollior F.Muell. ex Benth.,Moraceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,(No common name found),
Ficus nodosa Teijsm. & Binn.,Moraceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,(No common name found),
Ficus obliqua G.Forst.,Moraceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,(No common name found),
Ficus opposita Miq.,Moraceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1,(No common name found),
Ficus pantoniana King,Moraceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,(No common name found),
Ficus platypoda (Miq.) A.Cunn. ex Miq.,Moraceae,Australia,austraits,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Ficus pleurocarpa F.Muell.,Moraceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,(No common name found),
Ficus podocarpifolia Corner,Moraceae,Australia,austraits,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Ficus racemosa L.,Moraceae,Australia,austraits,0,0,0,1,1,1,1,1,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,(No common name found),
Ficus rubiginosa Desf. ex Vent. f. rubiginosa,Moraceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Ficus rubiginosa Desf. ex Vent.,Moraceae,Australia,austraits,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,(No common name found),
Ficus rubiginosa f. glabrescens (F.M.Bailey) D.J.Dixon,Moraceae,Australia,austraits,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Ficus scobina Benth.,Moraceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Ficus septica Burm.f.,Moraceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,(No common name found),
Ficus subnervosa Corner,Moraceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Ficus subpuberula Corner,Moraceae,Australia,austraits,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Ficus superba (Miq.) Miq.,Moraceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Ficus tinctoria G.Forst.,Moraceae,Australia,austraits,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Ficus triradiata Corner,Moraceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,(No common name found),
Ficus variegata Blume,Moraceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,(No common name found),
Ficus virens Aiton var. virens,Moraceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,(No common name found),
Ficus virens Aiton,Moraceae,Australia,austraits,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Ficus virens var. dasycarpa Corner,Moraceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Ficus virgata Reinw. ex Blume,Moraceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,(No common name found),
Ficus watkinsiana F.M.Bailey,Moraceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,1,1,(No common name found),
Fieldia australis A.Cunn.,Gesneriaceae,Australia,austraits,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Fimbristylis acicularis R.Br.,Cyperaceae,Australia,austraits,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fringe-rush,
Fimbristylis acuminata Vahl,Cyperaceae,Australia,austraits,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Fimbristylis aestivalis (Retz.) Vahl,Cyperaceae,Australia,austraits,1,1,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Fimbristylis ammobia Latz,Cyperaceae,Australia,austraits,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Fimbristylis bisumbellata (Forssk.) Bubani,Cyperaceae,Australia,austraits,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Fringe-rush,
Fimbristylis blakei Latz,Cyperaceae,Australia,austraits,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Fimbristylis blepharolepis J.Kern,Cyperaceae,Australia,austraits,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Fimbristylis caespitosa R.Br.,Cyperaceae,Australia,austraits,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Fringe-rush,
Fimbristylis caloptera Latz,Cyperaceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Fimbristylis cardiocarpa F.Muell.,Cyperaceae,Australia,austraits,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
