scientific_name,common_name,family,state,data_sources,flower_Jan,flower_Feb,flower_Mar,flower_Apr,flower_May,flower_Jun,flower_Jul,flower_Aug,flower_Sep,flower_Oct,flower_Nov,flower_Dec,seed_Jan,seed_Feb,seed_Mar,seed_Apr,seed_May,seed_Jun,seed_Jul,seed_Aug,seed_Sep,seed_Oct,seed_Nov,seed_Dec
Labichea saxicola J.H.Ross,,Fabaceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Labichea stellata J.H.Ross,,Fabaceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Labichea teretifolia C.A.Gardner subsp. teretifolia,,Fabaceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Labichea teretifolia C.A.Gardner,,Fabaceae,Australia,austraits,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Labichea teretifolia subsp. grandistipulata J.H.Ross,,Fabaceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Laccospadix australasicus H.Wendl. & Drude,,Arecaceae,Australia,austraits,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1
Lachenalia reflexa Thunb.,,Asparagaceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lachnagrostis adamsonii (Vickery) S.W.L.Jacobs,,Poaceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Lachnagrostis aemula (R.Br.) Trin.,,Poaceae,Australia,austraits,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Lachnagrostis billardierei (R.Br.) Trin. subsp. billardierei,,Poaceae,Australia,austraits,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Lachnagrostis billardierei (R.Br.) Trin.,,Poaceae,Australia,austraits,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Lachnagrostis filiformis (G.Forst.) Trin.,,Poaceae,Australia,austraits,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
Lachnagrostis lacunarum (D.I.Morris) S.W.L.Jacobs,,Poaceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lachnagrostis limitanea (J.M.Black) S.W.L.Jacobs,,Poaceae,Australia,austraits,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Lachnagrostis meionectes (Vickery) S.W.L.Jacobs,,Poaceae,Australia,austraits,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Lachnagrostis perennis (Vickery) A.J.Br.,,Poaceae,Australia,austraits,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Lachnagrostis plebeia (R.Br.) Trin.,,Poaceae,Australia,austraits,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Lachnagrostis preissii Nees,,Poaceae,Australia,austraits,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lachnagrostis punicea (A.J.Br. & N.G.Walsh) S.W.L.Jacobs subsp. punicea,,Poaceae,Australia,austraits,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Lachnagrostis punicea (A.J.Br. & N.G.Walsh) S.W.L.Jacobs,,Poaceae,Australia,austraits,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Lachnagrostis punicea subsp. filifolia (Vickery) S.W.L.Jacobs,,Poaceae,Australia,austraits,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Lachnagrostis robusta (Vickery) S.W.L.Jacobs,,Poaceae,Australia,austraits,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Lachnagrostis rudis (Roem. & Schult.) Trin.,,Poaceae,Australia,austraits,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Lachnostachys albicans Hook.,,Lamiaceae,Australia,austraits,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Lachnostachys bracteosa C.A.Gardner,,Lamiaceae,Australia,austraits,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Lachnostachys coolgardiensis S.Moore,,Lamiaceae,Australia,austraits,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Lachnostachys eriobotrya (F.Muell.) Druce,,Lamiaceae,Australia,austraits,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Lachnostachys ferruginea Hook.,,Lamiaceae,Australia,austraits,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Lachnostachys verbascifolia F.Muell. var. verbascifolia,,Lamiaceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lachnostachys verbascifolia F.Muell.,,Lamiaceae,Australia,austraits,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Lactuca saligna L.,,Asteraceae,Australia,austraits,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Lactuca sativa L.,,Asteraceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lactuca serriola L.,,Asteraceae,Australia,austraits,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1
Lagarosiphon major (Ridl.) Moss,,Hydrocharitaceae,Australia,austraits,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Lagarostrobos franklinii (Hook.f.) Quinn,,Podocarpaceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lagenaria siceraria (Molina) Standl.,,Cucurbitaceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lagenophora gracilis Steetz,,Asteraceae,Australia,austraits,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Lagenophora huegelii Benth.,,Asteraceae,Australia,austraits,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Lagenophora montana Hook.f.,,Asteraceae,Australia,austraits,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Lagenophora stipitata (Labill.) Druce,,Asteraceae,Australia,austraits,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Lagenophora sublyrata (Cass.) A.R.Bean & Jian Wang ter,,Asteraceae,Australia,austraits,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Lagerstroemia archeriana F.M.Bailey,,Lythraceae,Australia,austraits,1,1,1,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,0,0,0
Lagerstroemia archeriana subsp. divaricatiflora Hewson,,Lythraceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lagerstroemia indica L.,,Lythraceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lagunaria patersonia (Andrews) G.Don,,Malvaceae,Australia,austraits,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
Lagurus ovatus L.,,Poaceae,Australia,austraits,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Lamarchea hakeifolia Gaudich. var. hakeifolia,,Myrtaceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lamarchea hakeifolia Gaudich.,,Myrtaceae,Australia,austraits,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Lamarchea sulcata A.S.George,,Myrtaceae,Australia,austraits,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lamarckia aurea (L.) Moench,,Poaceae,Australia,austraits,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Lambertia echinata R.Br. subsp. echinata,,Proteaceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lambertia echinata R.Br.,,Proteaceae,Australia,austraits,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Lambertia echinata subsp. citrina Hnatiuk,,Proteaceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lambertia echinata subsp. occidentalis Keighery,,Proteaceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lambertia ericifolia R.Br.,,Proteaceae,Australia,austraits,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Lambertia fairallii Keighery,,Proteaceae,Australia,austraits,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Lambertia formosa Sm.,,Proteaceae,Australia,austraits,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Lambertia ilicifolia Hook.,,Proteaceae,Australia,austraits,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Lambertia inermis R.Br. var. inermis,,Proteaceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lambertia inermis R.Br.,,Proteaceae,Australia,austraits,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Lambertia inermis var. drummondii (Fielding & Gardner) Hnatiuk,,Proteaceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lambertia multiflora Lindl. var. multiflora,,Proteaceae,Australia,austraits,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Lambertia multiflora Lindl.,,Proteaceae,Australia,austraits,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Lambertia multiflora var. darlingensis Hnatiuk,,Proteaceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lambertia orbifolia C.A.Gardner subsp. orbifolia,,Proteaceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lambertia orbifolia C.A.Gardner,,Proteaceae,Australia,austraits,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Lambertia orbifolia subsp. Scott River Plains (L.W.Sage 684) WA Herbarium,,Proteaceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lambertia rariflora Meisn. subsp. rariflora,,Proteaceae,Australia,austraits,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lambertia rariflora Meisn.,,Proteaceae,Australia,austraits,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Lambertia rariflora subsp. lutea Hnatiuk,,Proteaceae,Australia,austraits,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lambertia uniflora R.Br.,,Proteaceae,Australia,austraits,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Lamium amplexicaule L.,,Lamiaceae,Australia,austraits,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Lampranthus glaucus (L.) N.E.Br.,,Aizoaceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lampranthus haworthii (Donn ex Haw.) N.E.Br.,,Aizoaceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lampranthus multiradiatus (Jacq.) N.E.Br.,,Aizoaceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lampranthus tegens (F.Muell.) N.E.Br.,,Aizoaceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lamprolobium fruticosum Benth.,,Fabaceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lamprolobium grandiflorum Everist ex R.J.F.Hend.,,Fabaceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Landoltia punctata (G.Mey.) Les & D.J.Crawford,,Araceae,Australia,austraits,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Lantana camara L.,,Verbenaceae,Australia,austraits,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Lantana montevidensis (Spreng.) Briq.,,Verbenaceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Laportea interrupta (L.) Chew,,Urticaceae,Australia,austraits,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0
Lapsana communis L.,,Asteraceae,Australia,austraits,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Larsenaikia jardinei (F.Muell. ex Benth.) Tirveng.,,Rubiaceae,Australia,austraits,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,0,0,0
Larsenaikia ochreata (F.Muell.) Tirveng.,,Rubiaceae,Australia,austraits,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
Larsenaikia suffruticosa Tirveng.,,Rubiaceae,Australia,austraits,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Lasianthus chlorocarpus K.Schum.,,Rubiaceae,Australia,austraits,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
Lasianthus hirsutus (Roxb.) Merr.,,Rubiaceae,Australia,austraits,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0
Lasiopetalum angustifolium W.Fitzg.,,Malvaceae,Australia,austraits,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lasiopetalum baueri Steetz,,Malvaceae,Australia,austraits,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Lasiopetalum behrii F.Muell.,,Malvaceae,Australia,austraits,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Lasiopetalum bracteatum (Endl.) Benth.,,Malvaceae,Australia,austraits,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Lasiopetalum cardiophyllum Paust,,Malvaceae,Australia,austraits,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Lasiopetalum compactum Paust,,Malvaceae,Australia,austraits,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lasiopetalum cordifolium Endl.,,Malvaceae,Australia,austraits,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Lasiopetalum dielsii E.Pritz.,,Malvaceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Lasiopetalum discolor Hook.,,Malvaceae,Australia,austraits,1,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Lasiopetalum drummondii Benth.,,Malvaceae,Australia,austraits,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Lasiopetalum ferrugineum Sm. ex Andrews var. ferrugineum,,Malvaceae,Australia,austraits,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Lasiopetalum ferrugineum Sm. ex Andrews,,Malvaceae,Australia,austraits,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Lasiopetalum ferrugineum var. cordatum Benth.,,Malvaceae,Australia,austraits,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Lasiopetalum fitzgibbonii F.Muell.,,Malvaceae,Australia,austraits,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Lasiopetalum floribundum Benth.,,Malvaceae,Australia,austraits,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Lasiopetalum glabratum Paust,,Malvaceae,Australia,austraits,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Lasiopetalum glutinosum (Lindl.) F.Muell.,,Malvaceae,Australia,austraits,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Lasiopetalum indutum Steud.,,Malvaceae,Australia,austraits,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Lasiopetalum joyceae Blakely,,Malvaceae,Australia,austraits,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0
Lasiopetalum laxiflorum (Benth.) F.Muell.,,Malvaceae,Australia,austraits,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Lasiopetalum lineare Paust,,Malvaceae,Australia,austraits,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Lasiopetalum longistamineum Maiden & Betche,,Malvaceae,Australia,austraits,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Lasiopetalum macrophyllum Graham,,Malvaceae,Australia,austraits,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Lasiopetalum maxwellii F.Muell.,,Malvaceae,Australia,austraits,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Lasiopetalum membranaceum (Steud.) Benth.,,Malvaceae,Australia,austraits,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Lasiopetalum membraniflorum F.Muell.,,Malvaceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lasiopetalum micranthum Hook.f.,,Malvaceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lasiopetalum microcardium E.Pritz.,,Malvaceae,Australia,austraits,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lasiopetalum molle Benth.,,Malvaceae,Australia,austraits,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lasiopetalum monticola Paust,,Malvaceae,Australia,austraits,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lasiopetalum occidentale K.A.Sheph. & C.F.Wilkins,,Malvaceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lasiopetalum ogilvieanum F.Muell.,,Malvaceae,Australia,austraits,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lasiopetalum oldfieldii F.Muell.,,Malvaceae,Australia,austraits,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Lasiopetalum oppositifolium F.Muell.,,Malvaceae,Australia,austraits,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lasiopetalum parviflorum Rudge,,Malvaceae,Australia,austraits,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Lasiopetalum parvuliflorum F.Muell.,,Malvaceae,Australia,austraits,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lasiopetalum pterocarpum E.M.Benn. & K.A.Sheph.,,Malvaceae,Australia,austraits,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Lasiopetalum quinquenervium Turcz.,,Malvaceae,Australia,austraits,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Lasiopetalum rosmarinifolium (Turcz.) Benth.,,Malvaceae,Australia,austraits,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Lasiopetalum rotundifolium Paust,,Malvaceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lasiopetalum rufum R.Br. ex Benth.,,Malvaceae,Australia,austraits,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Lasiopetalum schulzenii (F.Muell.) Benth.,,Malvaceae,Australia,austraits,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Lasiopetalum sp. Coorow (E.Ried 101) WA Herbarium,,Malvaceae,Australia,austraits,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lasiopetalum sp. Denmark (B.G.Hammersley 2012) WA Herbarium,,Malvaceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lasiopetalum sp. Desmond (N.McQuoid 653) WA Herbarium,,Malvaceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lasiopetalum sp. Watheroo (K.Shepherd & C.Wilkins KS 220) WA Herbarium,,Malvaceae,Australia,austraits,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lasjia claudiensis (C.L.Gross & B.Hyland) P.H.Weston & A.R.Mast,,Proteaceae,Australia,austraits,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Lasjia grandis (C.L.Gross & B.Hyland) P.H.Weston & A.R.Mast,,Proteaceae,Australia,austraits,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0
Lasjia whelanii (F.M.Bailey) P.H.Weston & A.R.Mast,,Proteaceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1
Lastreopsis hispida (Sw.) Tindale,,Dryopteridaceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lastreopsis poecilophlebia (Hook.) Labiak, Sundue & R.C.Moran",,Dryopteridaceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lateristachys lateralis (R.Br.) Holub,,Lycopodiaceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lathyrus angulatus L.,,Fabaceae,Australia,austraits,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Lathyrus latifolius L.,,Fabaceae,Australia,austraits,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Lathyrus nissolia L.,,Fabaceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lathyrus odoratus L.,,Fabaceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lathyrus sativus L.,,Fabaceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lathyrus sphaericus Retz.,,Fabaceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lathyrus tingitanus L.,,Fabaceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Latrobea brunonis (Benth.) Meisn.,,Fabaceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Latrobea colophon Chappill & C.F.Wilkins,,Fabaceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Latrobea colophona Chappill & C.F.Wilkins,,Fabaceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Latrobea diosmifolia (Benth.) Benth.,,Fabaceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Latrobea genistoides (Meisn.) Meisn.,,Fabaceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Latrobea hirtella (Turcz.) Benth.,,Fabaceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Latrobea pinnaculum Chappill & C.F.Wilkins,,Fabaceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Latrobea tenella (Meisn.) Benth.,,Fabaceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Launaea sarmentosa (Willd.) Kuntze,,Asteraceae,Australia,austraits,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Laurus nobilis L.,,Lauraceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lavandula stoechas L.,,Lamiaceae,Australia,austraits,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Lavatera trimestris L.,,Malvaceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lawrencella davenportii (F.Muell.) Paul G.Wilson,,Asteraceae,Australia,austraits,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
